Gene,Uniprot_ID,DIP_ID,Degree_Centrality,Betweenness_Centrality
FBXW8,Q8N3Y1,DIP-37970N,0.0034693877551020408,0.0076164062786699726
HIF1A,Q16665,DIP-29722N,0.0034693877551020408,0.004798402010365724
PAK1,Q13153,DIP-31016N,0.0034693877551020408,0.011602581519710211
CDK2,P24941,DIP-161N,0.0034693877551020408,0.002931402720491859
ASH2L,Q9UBL3,DIP-29222N,0.0034693877551020408,0.005219695548819013
PARP1,P09874,DIP-38N,0.0032653061224489797,0.013615651803124873
EED,O75530,DIP-36673N,0.0032653061224489797,0.004955204639231543
CDC42,P60953,DIP-31097N,0.0032653061224489797,0.005637303749161359
GAMMAHV.ORF33,O41949,DIP-47239N,0.0032653061224489797,0.0058587624952183715
TRAF2,Q12933,DIP-6223N,0.0032653061224489797,0.008554216555422507
KDM5C,P41229,DIP-39663N,0.0032653061224489797,0.0038695873895746346
PIK3R1,P27986,DIP-119N,0.0032653061224489797,0.009282912431403697
BRD4,O60885,DIP-39776N,0.0032653061224489797,0.0049126392099998
CBL,P22681,DIP-189N,0.0032653061224489797,0.011630863524073621
RELB,Q01201,DIP-27531N,0.0032653061224489797,0.004219291380003135
BIRC5,O15392,DIP-34662N,0.0032653061224489797,0.005211692956625691
WDR5,P61964,DIP-29223N,0.0030612244897959186,0.0068552572731902265
HTR2A,P28223,DIP-41844N,0.0030612244897959186,0.006179285862139298
XPO1,O14980,DIP-33678N,0.0030612244897959186,0.006764578982009139
ARL3,P36405,DIP-47537N,0.0030612244897959186,0.011204651882363977
TAF9,Q16594,DIP-435N,0.0030612244897959186,0.003206865027810194
MTOR,P42345,DIP-790N,0.0030612244897959186,0.016807310127791103
BCL2L1,Q07817,DIP-30916N,0.0030612244897959186,0.010722265566036903
H3F3B,P84243,DIP-40046N,0.0030612244897959186,0.00040543809878602097
CHD1L,Q86WJ1,DIP-48933N,0.0030612244897959186,0.0023533692874711134
EIF4E,P06730,DIP-22N,0.0030612244897959186,0.003236777354487124
RBBP8,Q99708,DIP-24244N,0.0030612244897959186,0.0019687992251239106
TRIM24,O15164,DIP-52713N,0.0030612244897959186,0.010999205132703416
TNFRSF1A,P19438,DIP-407N,0.0030612244897959186,0.007569297321597866
CDK5RAP2,Q96SN8,DIP-31632N,0.0030612244897959186,0.006211880216774239
RBX1,P62877,DIP-17014N,0.0030612244897959186,0.00041460761165909576
SH3GL2,Q99962,DIP-30996N,0.0030612244897959186,0.0008662324879677993
BCL2,P10415,DIP-1043N,0.0030612244897959186,0.0027108396195112236
NUPR1,O60356,DIP-61114N,0.0030612244897959186,0.0054606034922254285
Cbx7,Q8VDS3,DIP-38616N,0.002857142857142857,0.0021568396833911057
RIPK1,Q13546,DIP-433N,0.002857142857142857,0.011179723622492237
SMARCA4,P51532,DIP-24249N,0.002857142857142857,0.005035020589941082
L3MBTL1,Q9Y468,DIP-29628N,0.002857142857142857,0.005117964984541909
CSNK2A1,P68400,DIP-32682N,0.002857142857142857,0.002147028868354755
PSEN1,P49768,DIP-1134N,0.002857142857142857,0.0077083715667722935
VCP,P55072,DIP-33543N,0.002857142857142857,0.002544140810566656
MAP3K14,Q99558,DIP-27522N,0.002857142857142857,0.005596610496209362
BBS7,Q8IWZ6,DIP-46566N,0.002857142857142857,0.0018703398241601134
SREBF1,P36956,DIP-331N,0.002857142857142857,0.007514203923814768
ACTB,P60709,DIP-29686N,0.002857142857142857,0.004443847850802073
CCND1,P24385,DIP-123N,0.002857142857142857,0.020642637612972557
BRAF,P15056,DIP-1045N,0.002857142857142857,0.0023933248063251625
YWHAB,P31946,DIP-743N,0.002857142857142857,0.005446915274744257
PDGFRB,P09619,DIP-558N,0.002857142857142857,0.01443451285764302
TP73,O15350,DIP-24202N,0.002857142857142857,0.0017101248504176184
SH3GL1,Q99961,DIP-29452N,0.002857142857142857,0.005918286925196272
TNRC6C,Q9HCJ0,DIP-48569N,0.002653061224489796,0.005892306348285448
RARA,P10276,DIP-34N,0.002653061224489796,0.0040093561066682
BALF4,P88995,DIP-47194N,0.002653061224489796,0.005277815995421434
HIF1AN,Q9NWT6,DIP-35527N,0.002653061224489796,0.004144743036320511
FAS,P25445,DIP-924N,0.002653061224489796,0.006458154986286924
AURKA,O14965,DIP-33068N,0.002653061224489796,0.00457850498168791
UPF1,Q92900,DIP-29875N,0.002653061224489796,0.004847634660439747
BBS12,Q6ZW61,DIP-60348N,0.002653061224489796,0.0014591558343259124
Bicd2,Q921C5,DIP-49453N,0.002653061224489796,0.006734412206124473
CBX5,P45973,DIP-5986N,0.002653061224489796,0.00525307407821875
EIF3A,Q14152,DIP-31114N,0.002653061224489796,0.0018141975382105825
v-bcl-2,P89884,DIP-47218N,0.002653061224489796,0.006398251831429858
RPA2,P15927,DIP-24187N,0.002653061224489796,0.0013602612488424002
BKLF1,P88993,DIP-47195N,0.002653061224489796,0.004676768553779913
FGFR2,P21802,DIP-3788N,0.002653061224489796,0.004688820053543833
TAF10,Q12962,DIP-297N,0.002653061224489796,0.0008467309677242557
UBE2D2,P62837,DIP-29267N,0.002653061224489796,0.0018511352538826131
BAK1,Q16611,DIP-935N,0.002653061224489796,0.0004953923007781086
CDK4,P11802,DIP-875N,0.002653061224489796,0.002510981810707104
VPS51,Q9UID3,DIP-60562N,0.002653061224489796,0.005387937627643747
NCOA6,Q14686,DIP-30934N,0.002653061224489796,0.002680574272572027
SQSTM1,Q13501,DIP-34443N,0.002653061224489796,0.0060920641185707785
FAM134B,Q9H6L5,DIP-61577N,0.002653061224489796,0.002991491709627162
SMN2,Q16637,DIP-31309N,0.002653061224489796,0.005968223155499623
DDX58,O95786,DIP-35444N,0.002653061224489796,0.0025727343395291523
BCRF1,P88980,DIP-47244N,0.002653061224489796,0.005338269713056207
JARID2,Q92833,DIP-45494N,0.0024489795918367346,0.0014726500125209051
CTNNA1,P35221,DIP-515N,0.0024489795918367346,0.002274639275336696
TERF2,Q15554,DIP-34052N,0.0024489795918367346,0.0011848764675280539
MECP2,P51608,DIP-39983N,0.0024489795918367346,0.0028116545146766436
CASP1,P29466,DIP-175N,0.0024489795918367346,0.0026687050252909477
EIF2AK2,P19525,DIP-2657N,0.0024489795918367346,0.0031765498896371173
GATA1,P15976,DIP-41431N,0.0024489795918367346,0.002128472520949284
FADD,Q13158,DIP-286N,0.0024489795918367346,0.0016444230431680433
GAMMAHV.ORF31,O41947,DIP-47241N,0.0024489795918367346,0.006332560353252004
APP,P05067,DIP-574N,0.0024489795918367346,0.0032690091084289375
RPA1,P27694,DIP-24189N,0.0024489795918367346,0.0023740684683158423
CEP152,O94986,DIP-31701N,0.0024489795918367346,0.002349920440127812
BTRC,Q9Y297,DIP-31607N,0.0024489795918367346,0.006430722652213093
DCP1A,Q9NPI6,DIP-31292N,0.0024489795918367346,0.003302098334931379
KMT2A,Q03164,DIP-29221N,0.0024489795918367346,0.0037145202691764856
MDC1,Q14676,DIP-33603N,0.0024489795918367346,0.0018067031607121942
ATM,Q13315,DIP-182N,0.0024489795918367346,0.0017574979756696284
GSK3B,P49841,DIP-878N,0.0024489795918367346,0.00390701236994306
CCR5,P51681,DIP-5866N,0.0024489795918367346,0.0010458280960944533
NFKBIE,O00221,DIP-27533N,0.0024489795918367346,0.0016340901129217455
MCM2,P49736,DIP-31732N,0.0024489795918367346,0.001376115320410512
SGO1,Q5FBB7,DIP-36614N,0.0024489795918367346,0.0038270449546005296
SP1,P08047,DIP-36N,0.0024489795918367346,0.009107780135828344
CDK9,P50750,DIP-29016N,0.0024489795918367346,0.001148476739565718
CDC27,P30260,DIP-36422N,0.0024489795918367346,0.013780073352448541
TRAPPC3,O43617,DIP-47627N,0.0024489795918367346,5.498831498306609e-06
CCR3,P51677,DIP-5846N,0.0024489795918367346,0.0016788516896601507
GAMMAHV.ORF69,O41970,DIP-47222N,0.0024489795918367346,0.00409308891956938
HDAC2,Q92769,DIP-24220N,0.0024489795918367346,0.004036762005659808
CDH1,P12830,DIP-477N,0.0024489795918367346,0.002522281650417679
KAT5,Q92993,DIP-5998N,0.0024489795918367346,0.005457670571446286
B2M,P61769,DIP-6055N,0.0024489795918367346,0.003727331163989127
TCF3,P15923,DIP-74N,0.0024489795918367346,0.0038998159457632815
PCM1,Q15154,DIP-42189N,0.0022448979591836735,0.002081891678967836
NBN,O60934,DIP-33605N,0.0022448979591836735,0.0014116920034019911
EHMT2,Q96KQ7,DIP-34461N,0.0022448979591836735,0.0046082371827390785
ARRB2,P32121,DIP-40089N,0.0022448979591836735,0.009282521937298505
MRE11,P49959,DIP-33238N,0.0022448979591836735,0.0005302895156433878
RBBP7,Q16576,DIP-436N,0.0022448979591836735,0.0012500341069575651
ACD,Q96AP0,DIP-29611N,0.0022448979591836735,0.0050798931727691655
ASF1A,Q9Y294,DIP-29241N,0.0022448979591836735,0.0013801789053111597
BNLF1,P88987,DIP-47198N,0.0022448979591836735,0.00288606540598198
SOD1,P00441,DIP-44941N,0.0022448979591836735,0.0026744316832673053
EIF3E,P60228,DIP-32691N,0.0022448979591836735,0.002527141560831592
PRKDC,P78527,DIP-24186N,0.0022448979591836735,0.0026202275048289843
ARPC2,O15144,DIP-33197N,0.0022448979591836735,0.003095237729170399
Gnao1,P59215,DIP-59090N,0.0022448979591836735,0.0031546534560739957
ZBTB7A,O95365,DIP-56307N,0.0022448979591836735,0.0020575198203707464
NCOR1,O75376,DIP-29402N,0.0022448979591836735,0.0017841486355949694
XRCC5,P13010,DIP-31379N,0.0022448979591836735,0.005770541747225544
USP7,Q93009,DIP-29053N,0.0022448979591836735,0.003104389723971644
PGR,P06401,DIP-5967N,0.0022448979591836735,0.0007757216422729484
CDKN1B,P46527,DIP-33341N,0.0022448979591836735,0.0067591925983052
MKKS,Q9NPJ1,DIP-60349N,0.0022448979591836735,0.0008185977031042479
RECQL5,O94762,DIP-32964N,0.0022448979591836735,0.002999425676264308
COPS5,Q92905,DIP-34546N,0.0022448979591836735,0.0014598431980548633
TP53BP2,Q13625,DIP-426N,0.0022448979591836735,0.012240136486537347
TAF12,Q16514,DIP-496N,0.0022448979591836735,0.0005432070049098054
TAF7,Q15545,DIP-29047N,0.0022448979591836735,0.001989405359513939
REL,Q04864,DIP-301N,0.0022448979591836735,0.0004178240834403
STAT3,P40763,DIP-33584N,0.0022448979591836735,0.005746579565342397
PRMT5,O14744,DIP-33172N,0.0022448979591836735,0.003307372614401934
MAX,P61244,DIP-28145N,0.0022448979591836735,0.0013439974282309054
GAMMAHV.ORF30,O41946,DIP-47242N,0.0022448979591836735,0.00402062759411406
RPTOR,Q8N122,DIP-39482N,0.0022448979591836735,0.00640163898359478
ERN1,O75460,DIP-31711N,0.0022448979591836735,0.008411179405646204
GTF2B,Q00403,DIP-1077N,0.0022448979591836735,0.0020108416870642082
HIST2H3D,Q71DI3,DIP-48606N,0.0022448979591836735,0.0005035721999085186
IRAK1,P51617,DIP-397N,0.0022448979591836735,0.0031046654683830666
ZNF827,Q17R98,DIP-61048N,0.0022448979591836735,0.0013002775456697109
MCL1,Q07820,DIP-231N,0.0022448979591836735,0.001976871861747183
MAP3K3,Q99759,DIP-27521N,0.0022448979591836735,0.003487334235865541
RNF8,O76064,DIP-31265N,0.0022448979591836735,0.0014516082591377434
EIF3C,Q99613,DIP-32865N,0.0022448979591836735,0.00020862982173974463
PALB2,Q86YC2,DIP-38427N,0.0022448979591836735,0.002170627777084014
EIF3F,O00303,DIP-35580N,0.0022448979591836735,0.0021165246061798167
HSP90AB1,P08238,DIP-413N,0.0020408163265306124,0.0025947475834843625
KDM4A,O75164,DIP-29372N,0.0020408163265306124,0.002826533272289507
REST,Q13127,DIP-35264N,0.0020408163265306124,0.007910701566645468
SOCS4,Q8WXH5,DIP-29568N,0.0020408163265306124,3.999150180586625e-06
TERT,O14746,DIP-40646N,0.0020408163265306124,0.001877152727224232
TAB2,Q9NYJ8,DIP-27525N,0.0020408163265306124,0.004158168601573046
CCR1,P32246,DIP-5832N,0.0020408163265306124,0.0009400960556961339
MOV10,Q9HCE1,DIP-44158N,0.0020408163265306124,0.0007529741633139959
DNM2,P50570,DIP-31244N,0.0020408163265306124,0.002815977844580775
CDC37,Q16543,DIP-27560N,0.0020408163265306124,0.0008514197108733753
XRCC6,P12956,DIP-24188N,0.0020408163265306124,0.0017997848222946274
PTEN,P60484,DIP-35019N,0.0020408163265306124,0.006254444465769657
GTF2H1,P32780,DIP-708N,0.0020408163265306124,0.0014174935407141461
FGFR1,P11362,DIP-4019N,0.0020408163265306124,0.0030627794415283294
RBBP4,Q09028,DIP-33495N,0.0020408163265306124,0.002229046758777889
KAT2B,Q92831,DIP-29778N,0.0020408163265306124,0.0024218866762976453
EIF3K,Q9UBQ5,DIP-32880N,0.0020408163265306124,1.1322189880124822e-05
RUVBL1,Q9Y265,DIP-29937N,0.0020408163265306124,0.0030161560841357135
EIF3H,O15372,DIP-33689N,0.0020408163265306124,1.1322189880124822e-05
SETD7,Q8WTS6,DIP-29045N,0.0020408163265306124,0.003288924919407352
CDKN2A,Q8N726,DIP-24171N,0.0020408163265306124,0.0010850533267686888
EIF3M,Q7L2H7,DIP-31256N,0.0020408163265306124,1.1322189880124822e-05
HSL1,P34244,DIP-3022N,0.0020408163265306124,0.000710168380344679
RBBP5,Q15291,DIP-29224N,0.0020408163265306124,0.0023021435163589907
PPP2CA,P67775,DIP-29395N,0.0020408163265306124,0.0052138227947975836
LAMTOR2,Q9Y2Q5,DIP-57000N,0.0020408163265306124,0.0010032243148330978
ERCC3,P19447,DIP-83N,0.0020408163265306124,0.00047421684690767324
ARFGEF1,Q9Y6D6,DIP-29748N,0.0020408163265306124,0.0017508147560637453
IL6ST,P40189,DIP-95N,0.0020408163265306124,0.004825979664385316
PABPC1,P11940,DIP-31613N,0.0020408163265306124,0.0029377763396601026
TBK1,Q9UHD2,DIP-27529N,0.0020408163265306124,0.0019349617675033474
SNRNP70,P08621,DIP-29406N,0.0020408163265306124,0.0034768694535634095
CBFA2T2,O43439,DIP-38274N,0.0020408163265306124,0.004211869753071279
VEGFA,P15692,DIP-5740N,0.0020408163265306124,0.0035892717465772087
PPP1CA,P62136,DIP-38195N,0.0020408163265306124,0.004597350130049083
MAPK1,P28482,DIP-519N,0.0020408163265306124,0.0015328425263969223
CUL4A,Q13619,DIP-31610N,0.0020408163265306124,0.00046700482059735664
sidF,Q5ZSD5,DIP-60894N,0.0020408163265306124,0.004806517341559442
CCNT1,O60563,DIP-29891N,0.0020408163265306124,0.0009379394563452441
IGF1R,P08069,DIP-476N,0.0020408163265306124,0.002553856091153024
HAUS6,Q7Z4H7,DIP-48830N,0.0020408163265306124,3.6658876655377397e-06
DAXX,Q9UER7,DIP-27628N,0.0020408163265306124,0.0024490798499945594
CSNK2B,P67870,DIP-131N,0.0020408163265306124,0.0007997568544186269
EIF3L,Q9Y262,DIP-31172N,0.0020408163265306124,1.1322189880124822e-05
RAB11A,P62491,DIP-29138N,0.0020408163265306124,0.0042601031715949035
CEP63,Q96MT8,DIP-36374N,0.0018367346938775511,0.0019859563103702175
ITGB1,P05556,DIP-312N,0.0018367346938775511,0.0018259919416040325
NKX3-1,Q99801,DIP-39687N,0.0018367346938775511,0.003809348016815525
UBXN7,O94888,DIP-47029N,0.0018367346938775511,0.0022075251246818483
ATG13,O75143,DIP-60540N,0.0018367346938775511,0.0006991291703390591
SH3GL3,Q99963,DIP-34766N,0.0018367346938775511,0.0004403092457762377
APOBEC3G,Q9HC16,DIP-37519N,0.0018367346938775511,0.006952713914283466
FGFR3,P22607,DIP-4016N,0.0018367346938775511,0.00040107598446938896
SUZ12,Q15022,DIP-38524N,0.0018367346938775511,0.00041991490676100056
EZH2,Q15910,DIP-34002N,0.0018367346938775511,0.002082545657154093
CDK7,P50613,DIP-5995N,0.0018367346938775511,0.003952356029415285
XIAP,P98170,DIP-27626N,0.0018367346938775511,0.010672530831681685
EIF4A3,P38919,DIP-33218N,0.0018367346938775511,0.0010911696382837881
ERBB3,P21860,DIP-36441N,0.0018367346938775511,0.005612650957630601
ERBB4,Q15303,DIP-29650N,0.0018367346938775511,0.0012715790515273732
TAF4,O00268,DIP-35350N,0.0018367346938775511,0.0007892824651294367
EIF4A1,P60842,DIP-29755N,0.0018367346938775511,0.004488502138783564
ORAI1,Q96D31,DIP-46289N,0.0018367346938775511,0.002284388783400813
AXIN1,O15169,DIP-34630N,0.0018367346938775511,0.0016351929063953047
MAPT,P10636,DIP-29753N,0.0018367346938775511,0.004884571392653024
CUL5,Q93034,DIP-43696N,0.0018367346938775511,0.0007742530652882605
CRMB,P34015,DIP-61146N,0.0018367346938775511,0.01583577978642375
SLC38A9,Q8NBW4,DIP-61480N,0.0018367346938775511,0.0006686287497240169
SMC1A,Q14683,DIP-30911N,0.0018367346938775511,0.0005006884655619527
ITGB3,P05106,DIP-304N,0.0018367346938775511,0.006280095384208518
VPS50,Q96JG6,DIP-61628N,0.0018367346938775511,0.0010039949843991484
TGFB1,P01137,DIP-5934N,0.0018367346938775511,0.005787635633681018
CBX8,Q9HC52,DIP-44566N,0.0018367346938775511,0.0012095325028964325
RAD52,P43351,DIP-333N,0.0018367346938775511,0.0005848101683260609
PPP2R1A,P30153,DIP-29394N,0.0018367346938775511,0.0038206064982929363
CCL5,P13501,DIP-31N,0.0018367346938775511,0.00241071135996914
DDX5,P17844,DIP-29844N,0.0018367346938775511,0.002027595419743345
MTA2,O94776,DIP-46519N,0.0018367346938775511,0.0010638003437235459
NR3C1,P04150,DIP-576N,0.0018367346938775511,0.003456529105222301
SUMO2,P61956,DIP-29253N,0.0018367346938775511,0.0013035931397810904
AMFR,Q9UKV5,DIP-29060N,0.0018367346938775511,0.0013272102562201073
UBE3A,Q05086,DIP-6002N,0.0018367346938775511,0.004117508122398183
NPM1,P06748,DIP-30932N,0.0018367346938775511,0.0016917594389698957
TRAF3,Q13114,DIP-6222N,0.0018367346938775511,0.0024241450845274293
ACVR2A,P27037,DIP-520N,0.0018367346938775511,0.0063658458628524815
NCK1,P16333,DIP-639N,0.0018367346938775511,0.0022905150352239313
GEMIN6,Q8WXD5,DIP-41331N,0.0016326530612244899,0.0003575060088960036
PTRF,Q6NZI2,DIP-48550N,0.0016326530612244899,0.0006633792303806892
CARD11,Q9BXL7,DIP-41797N,0.0016326530612244899,0.0018850484793155023
CUL2,Q13617,DIP-31612N,0.0016326530612244899,0.00045155735900046347
CNOT2,Q9NZN8,DIP-42656N,0.0016326530612244899,0.001673673203316904
AICDA,Q9GZX7,DIP-48519N,0.0016326530612244899,0.0023085023696768725
COPS3,Q9UNS2,DIP-32478N,0.0016326530612244899,0.00018409532564608308
HEXIM1,O94992,DIP-46463N,0.0016326530612244899,7.81424424018408e-05
Taf6,Q62311,DIP-493N,0.0016326530612244899,0.0008940787750679472
TRIP10,Q15642,DIP-39840N,0.0016326530612244899,0.0021929931326203937
TFRC,P02786,DIP-2736N,0.0016326530612244899,0.0028388158050704796
FBXW5,Q969U6,DIP-37971N,0.0016326530612244899,0.006578289624208492
PPARG,P37231,DIP-35528N,0.0016326530612244899,0.0012794981867017483
RBM4,Q9BWF3,DIP-44199N,0.0016326530612244899,0.0010980699426225782
KDM6A,O15550,DIP-46192N,0.0016326530612244899,0.0019737267121534108
NR1D1,P20393,DIP-48396N,0.0016326530612244899,0.003081689736543798
ARRB1,P49407,DIP-29979N,0.0016326530612244899,0.0015216394954094949
HIST3H2A,Q7L7L0,DIP-48936N,0.0016326530612244899,0.001890351173702867
LTA,P01374,DIP-2910N,0.0016326530612244899,0.0009758690141648336
FUS,P35637,DIP-29857N,0.0016326530612244899,0.0027753021504030363
DLG4,P78352,DIP-30919N,0.0016326530612244899,0.0014879687640390808
NRAS,P01111,DIP-1058N,0.0016326530612244899,0.0025295902923518714
RAB3IP,Q96QF0,DIP-41703N,0.0016326530612244899,0.0019692168302503986
MAP3K7,O43318,DIP-27523N,0.0016326530612244899,0.0009043066959849484
EIF3D,O15371,DIP-32870N,0.0016326530612244899,0.0
BMPR2,Q13873,DIP-5794N,0.0016326530612244899,0.0015296944444999697
MET,P08581,DIP-6023N,0.0016326530612244899,0.002296755961148206
AMBRA1,Q9C0C7,DIP-53597N,0.0016326530612244899,0.004965825738063637
GTF2H2,Q13888,DIP-786N,0.0016326530612244899,0.00031520206319399945
MAD2L1,Q13257,DIP-29653N,0.0016326530612244899,0.0008333417617078507
IDE,P14735,DIP-55771N,0.0016326530612244899,0.002695562806002382
HELQ,Q8TDG4,DIP-60603N,0.0016326530612244899,0.001884401130270536
RAB11FIP3,O75154,DIP-47494N,0.0016326530612244899,0.0008004099095674837
EIF3J,O75822,DIP-31117N,0.0016326530612244899,0.0
MRAP2,Q96G30,DIP-48793N,0.0016326530612244899,4.1657814381110676e-07
LMNB1,P20700,DIP-34897N,0.0016326530612244899,0.003093285084227614
NOD2,Q9HC29,DIP-41998N,0.0016326530612244899,0.003542563138953884
UVRAG,Q9P2Y5,DIP-48652N,0.0016326530612244899,0.0010188322842669163
FBXO5,Q9UKT4,DIP-38023N,0.0016326530612244899,0.0015333040635373914
EPHA4,P54764,DIP-48294N,0.0016326530612244899,0.0033658907517640814
RRM2B,Q7LG56,DIP-48627N,0.0016326530612244899,0.00217851301112449
TGFBR2,P37173,DIP-5939N,0.0016326530612244899,0.0015124593803999872
CLOCK,O15516,DIP-46009N,0.0016326530612244899,0.000606483922099732
FBXW11,Q9UKB1,DIP-27593N,0.0016326530612244899,0.0007930350015314402
TFDP1,Q14186,DIP-238N,0.0016326530612244899,0.0006594398128312408
MORF4L1,Q9UBU8,DIP-29017N,0.0016326530612244899,0.0013378823666637502
GYP1,Q08484,DIP-1258N,0.0016326530612244899,0.003044158656247631
LDB2,O43679,DIP-41215N,0.0016326530612244899,0.0013955764247130882
NCSTN,Q92542,DIP-36336N,0.0016326530612244899,1.1664188026710989e-06
MRAP,Q8TCY5,DIP-29948N,0.0016326530612244899,4.1657814381110676e-07
ORC1,Q13415,DIP-29688N,0.0016326530612244899,0.002252402405943351
MAP1LC3A,Q9H492,DIP-49052N,0.0016326530612244899,0.0005678507807122077
KDR,P35968,DIP-486N,0.0016326530612244899,0.003750124582291222
YWHAG,P61981,DIP-33406N,0.0016326530612244899,0.00048387255699684756
DDX17,Q92841,DIP-29843N,0.0016326530612244899,0.004372535373723184
NOTCH1,P46531,DIP-29919N,0.0016326530612244899,0.002650284744822921
KHSRP,Q92945,DIP-48484N,0.0016326530612244899,0.0019223402590876505
MRPS18B,Q9Y676,DIP-29894N,0.0016326530612244899,0.0027077120641935217
TCEA1,P23193,DIP-48480N,0.0016326530612244899,0.002324326543202295
TP63,Q9H3D4,DIP-29588N,0.0016326530612244899,0.0032086818688017837
ERCC2,P18074,DIP-644N,0.0016326530612244899,0.0001604084716232451
CRK,P46108,DIP-199N,0.0016326530612244899,0.003468091523670552
SETDB1,Q15047,DIP-31029N,0.0016326530612244899,0.0009755898766421051
